City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,al qarah,25.4167,49.6667,33.27,12,1,2.85,SA,1686459134
278,tshabong,-26.05,22.45,9.34,28,0,3.95,BW,1686459135
279,ad dawadimi,24.5077,44.3924,30.64,14,36,7.99,SA,1686459135
280,palikir - national government center,6.9248,158.1611,29.41,79,75,1.54,FM,1686459135
281,quellon,-43.1167,-73.6167,4.14,87,75,0.0,CL,1686459135
282,crane,31.3974,-102.3501,30.13,17,60,1.84,US,1686459136
283,bodo,67.28,14.405,14.97,67,0,7.2,NO,1686459136
284,kalmunai,7.4167,81.8167,32.07,56,70,0.61,LK,1686459136
285,portland,45.5234,-122.6762,18.33,74,0,2.57,US,1686458792
286,puerto aysen,-45.4,-72.7,2.91,97,100,2.55,CL,1686459137
287,niepolomice,50.0407,20.2226,16.3,10,100,4.71,PL,1686459509
288,kenai,60.5544,-151.2583,13.05,61,0,4.12,US,1686459137
289,wad medani,14.4012,33.5199,26.14,74,95,2.58,SD,1686459137
290,kerikeri,-35.2268,173.9474,13.84,73,80,2.24,NZ,1686459138
291,magong,23.5654,119.5863,28.22,74,26,1.08,TW,1686459138
292,piui,-20.4653,-45.9581,14.18,70,0,0.69,BR,1686458976
293,turpan,42.9333,89.1667,43.4,7,0,1.95,CN,1686459138
294,kaka,37.3482,59.6143,31.13,11,2,2.21,TM,1686459139
295,ad-damazin,11.7891,34.3592,24.26,82,100,4.18,SD,1686459139
296,kargopol',61.5071,38.9456,9.53,51,61,1.88,RU,1686459139
297,la'ie,21.6477,-157.9253,27.98,76,21,1.79,US,1686459139
298,lazaro cardenas,17.9583,-102.2,26.07,81,94,2.45,MX,1686459052
299,kutum,14.2,24.6667,23.41,66,86,2.68,SD,1686459140
300,nuku'alofa,-21.1333,-175.2,23.19,73,40,3.09,TO,1686459140
301,turbat,26.0023,63.044,34.44,45,34,2.32,PK,1686459140
302,ayios konstandinos,38.6333,21.4,18.94,72,60,0.68,GR,1686459141
303,roma,43.2128,-75.4557,14.37,87,0,2.06,US,1686459064
304,qaqortoq,60.7167,-46.0333,4.49,69,98,1.38,GL,1686459141
305,okhotsk,59.3833,143.3,11.2,76,38,2.41,RU,1686459142
306,sarupathar,26.1984,93.8094,27.12,95,100,0.73,IN,1686459142
307,tofol,5.3248,163.0078,27.5,79,95,5.44,FM,1686459142
308,kholmsk,47.0511,142.0569,13.66,83,95,2.72,RU,1686459143
309,rabaul,-4.1967,152.1721,28.46,75,41,3.08,PG,1686459020
310,placido de castro,-10.3353,-67.1856,22.57,98,13,1.0,BR,1686459143
311,nadym,65.5333,72.5167,12.2,81,97,8.29,RU,1686459143
312,auki,-8.7676,160.7034,29.22,67,51,1.33,SB,1686459144
313,sao miguel do araguaia,-13.275,-50.1628,24.67,51,51,0.75,BR,1686459144
314,nasir,15.5894,32.5634,30.49,51,74,4.49,SD,1686459144
315,barah,13.7,30.3667,27.94,60,100,4.25,SD,1686459144
316,buckeye,33.3703,-112.5838,31.43,18,0,4.12,US,1686459145
317,vanimo,-2.6741,141.3028,29.02,71,98,2.78,PG,1686459145
318,machico,32.7,-16.7667,22.78,92,75,6.69,PT,1686459145
319,ataq,14.5377,46.8319,29.03,36,100,2.72,YE,1686459145
320,gwaram,11.2764,9.8858,26.5,66,100,2.55,NG,1686459146
321,tazacorte,28.629,-17.9293,19.54,74,0,3.58,ES,1686459146
322,tibanbang,6.6315,126.1055,29.6,70,67,4.52,PH,1686459147
323,samana,19.2056,-69.3369,25.51,90,17,2.36,DO,1686459147
324,ambositra,-20.5167,47.25,14.62,85,26,0.16,MG,1686459147
325,gadzhiyevo,69.2551,33.3362,9.87,65,100,2.5,RU,1686459148
326,nar'yan-mar,67.6713,53.087,4.04,67,87,7.96,RU,1686459148
327,birine,35.635,3.225,19.16,52,23,2.11,DZ,1686459148
328,chibougamau,49.9168,-74.3659,11.79,94,40,2.57,CA,1686458982
329,strezhevoy,60.7333,77.5889,16.37,57,100,7.4,RU,1686459149
330,galliano,29.4422,-90.2992,25.0,88,0,0.0,US,1686459061
331,shimoda,34.6667,138.95,22.2,93,100,2.7,JP,1686459149
332,namibe,-15.1961,12.1522,19.76,67,91,4.85,AO,1686459149
333,pesqueira,-8.3578,-36.6964,17.65,96,41,2.65,BR,1686459150
334,inebolu,41.9747,33.7608,19.67,64,97,0.42,TR,1686459150
335,lamarque,-39.423,-65.7021,3.06,35,1,4.32,AR,1686459150
336,hurghada,27.2574,33.8129,28.02,28,0,4.63,EG,1686459151
337,orchard homes,46.8633,-114.0484,18.84,72,100,0.89,US,1686459151
338,valparaiso,-33.0393,-71.6273,10.8,66,0,1.54,CL,1686459151
339,kyosai,34.8503,128.5886,25.98,90,95,3.37,KR,1686459151
340,nemuro,43.3236,145.575,12.28,93,95,4.43,JP,1686459152
341,sandnessjoen,66.0217,12.6316,12.29,71,99,4.21,NO,1686459152
342,bhadasar,28.2833,74.3167,37.87,28,2,9.32,IN,1686459152
343,igarka,67.4667,86.5833,11.87,38,44,2.59,RU,1686459152
344,bolondron,22.7633,-81.4469,23.11,91,6,1.41,CU,1686459153
345,pochinok,54.4068,32.4407,9.82,62,100,6.72,RU,1686459153
346,mirny,62.5353,113.9611,17.49,40,100,6.55,RU,1686459154
347,ulladulla,-35.35,150.4667,15.98,51,0,2.54,AU,1686459154
348,chernyshevskiy,63.0128,112.4714,13.63,52,95,6.53,RU,1686459154
349,hauterive,46.0901,3.4459,15.42,97,64,1.15,FR,1686459154
350,ugbokpo,7.6565,7.8664,22.96,95,100,1.67,NG,1686459154
351,letlhakane,-21.4167,25.5833,11.71,82,0,3.06,BW,1686459155
352,pacific grove,36.6177,-121.9166,14.01,88,100,3.09,US,1686459155
353,el alto,-4.2714,-81.2147,23.09,77,100,6.94,PE,1686459156
354,katsuren-haebaru,26.3369,127.8719,29.43,84,75,4.12,JP,1686459156
355,chavusy,53.8075,30.9712,10.31,61,96,7.34,BY,1686459156
356,robore,-18.3333,-59.75,21.62,85,0,1.7,BO,1686459156
357,gantang,26.92,119.6333,33.06,51,71,2.13,CN,1686459157
358,bembereke,10.2283,2.6634,21.75,93,99,2.48,BJ,1686459157
359,pekin,39.9075,116.3972,29.94,23,42,2.41,CN,1686458995
360,katabu,-4.9333,122.5167,29.38,66,100,4.55,ID,1686459157
361,rio grande,-32.035,-52.0986,13.43,79,98,3.09,BR,1686459022
362,zheshart,62.0731,49.5733,6.0,56,44,4.93,RU,1686459158
363,nileshwar,12.25,75.1,29.29,75,100,3.56,IN,1686459158
364,morehead city,34.7229,-76.726,24.0,81,0,3.6,US,1686459158
365,kaa-khem,51.6833,94.7333,29.2,37,83,3.24,RU,1686459159
366,gudermes,43.3569,46.1053,21.69,76,100,2.21,RU,1686459159
367,wamba,8.9333,8.6,22.12,95,100,0.99,NG,1686459055
368,terenozek,45.05,64.9833,29.62,18,2,8.72,KZ,1686459159
369,hadibu,12.65,54.0333,28.97,78,85,9.66,YE,1686459160
370,asubulaq,49.5583,83.0558,18.16,72,71,3.26,KZ,1686459160
371,bousso,10.4795,16.7117,26.09,70,95,1.45,TD,1686459160
372,cadale,2.7603,46.3222,27.02,78,99,8.96,SO,1686459160
373,makueni boma,-1.8041,37.6203,18.13,79,50,0.87,KE,1686459161
374,yeniseysk,58.4497,92.1703,15.07,35,0,4.08,RU,1686459161
375,onguday,50.75,86.15,13.43,90,100,1.62,RU,1686459161
376,gizo,-8.103,156.8419,28.66,72,91,0.98,SB,1686459161
377,ploneour-lanvern,47.9,-4.2833,15.18,100,99,0.51,FR,1686459161
378,diano marina,43.9103,8.0793,20.87,91,37,2.22,IT,1686459162
379,macusani,-14.0833,-70.4333,-0.01,85,2,1.2,PE,1686459162
380,ubari,26.5921,12.7805,29.24,23,0,7.19,LY,1686459162
381,lagos,6.5833,3.75,25.18,96,100,1.18,NG,1686459067
382,dalandzadgad,43.5708,104.425,25.2,17,32,3.21,MN,1686459163
383,talara,-4.5772,-81.2719,23.89,80,100,6.66,PE,1686459030
384,zupanja,45.0775,18.6975,18.49,93,100,2.07,HR,1686459163
385,timaru,-44.4,171.25,9.44,61,100,0.57,NZ,1686459163
386,muravlenko,63.7898,74.523,13.72,69,100,8.46,RU,1686459164
387,nogliki,51.8333,143.1667,9.57,95,100,3.07,RU,1686459164
388,mossel bay,-34.1831,22.146,12.96,58,0,2.39,ZA,1686459164
389,bonthe,7.5264,-12.505,25.14,87,96,2.79,SL,1686459164
390,sitka,57.0531,-135.33,11.94,76,100,1.54,US,1686459165
391,tralee,52.2704,-9.7026,15.75,96,96,2.36,IE,1686459165
392,tual,-5.6667,132.75,27.46,79,27,6.93,ID,1686459165
393,el granada,37.5027,-122.4694,15.32,87,100,5.14,US,1686459165
394,aldan,58.6031,125.3894,24.85,39,65,3.35,RU,1686459166
395,kristiansund,63.1115,7.732,16.36,55,40,2.57,NO,1686459166
396,neyshabur,36.2133,58.7958,24.9,24,8,1.59,IR,1686459166
397,port macquarie,-31.4333,152.9167,19.38,64,4,3.43,AU,1686459166
398,wynyard,-41.0,145.7167,13.88,86,85,2.2,AU,1686459167
399,ilomantsi,62.6716,30.9328,11.5,49,76,2.89,FI,1686459167
400,baruun-urt,46.6806,113.2792,19.74,43,72,6.31,MN,1686459167
401,anshun,26.25,105.9333,22.23,48,100,1.37,CN,1686459167
402,tazovsky,67.4667,78.7,12.42,39,100,9.97,RU,1686459168
403,sinan,34.8262,126.1086,26.06,97,27,4.59,KR,1686459168
404,griffith,41.5284,-87.4237,22.96,47,0,2.06,US,1686459168
405,puerto deseado,-47.7503,-65.8938,4.14,50,86,9.68,AR,1686459168
406,okha,53.5739,142.9478,7.85,97,100,4.45,RU,1686459169
407,namdrik,5.5994,168.1028,27.99,76,84,5.89,MH,1686459169
408,januaria,-15.4833,-44.3667,20.91,70,21,1.33,BR,1686459169
409,jawala mukhi,31.8833,76.3167,35.41,28,99,2.17,IN,1686459169
410,guymon,36.6828,-101.4816,22.0,64,20,2.06,US,1686459170
411,tadine,-21.55,167.8833,22.04,57,2,5.56,NC,1686459170
412,katima mulilo,-17.5,24.2667,13.31,44,5,1.21,NA,1686459170
413,east london,-33.0153,27.9116,8.52,81,0,2.57,ZA,1686459171
414,tangalle,6.024,80.7911,32.09,73,84,7.06,LK,1686459171
415,holualoa,19.6228,-155.9522,21.54,95,50,1.79,US,1686459171
416,ashburton,-37.8626,145.0794,16.62,54,8,2.24,AU,1686459171
417,tobelo,1.7284,128.0095,29.08,73,88,2.57,ID,1686459027
418,sisimiut,66.9395,-53.6735,3.59,91,100,9.67,GL,1686459172
419,arno,60.1167,18.6333,10.44,49,5,2.72,SE,1686459172
420,junction city,39.0286,-96.8314,20.92,93,100,0.89,US,1686459173
421,mogocha,53.7333,119.7667,28.0,28,0,1.3,RU,1686459173
422,sola,-13.8833,167.55,26.15,73,98,9.39,VU,1686459173
423,dryden,49.7833,-92.7503,13.16,54,0,2.57,CA,1686459173
424,sikasso,10.9167,-7.0,25.56,72,92,2.91,ML,1686459174
425,dolores,-36.3132,-57.6792,4.81,71,0,4.88,AR,1686459174
426,el calafate,-50.3408,-72.2768,1.67,79,13,5.22,AR,1686458934
427,ola,59.5833,151.2833,18.97,82,54,4.4,RU,1686459174
428,ciudad hidalgo,19.6833,-100.5667,19.72,71,69,1.21,MX,1686459174
429,bamboo flat,11.7,92.7167,29.68,80,73,9.14,IN,1686459175
430,santa terezinha,-29.9002,-50.0904,16.22,92,100,5.39,BR,1686459175
431,vadso,70.0744,29.7487,10.49,71,98,1.54,NO,1686459175
432,wunnenberg,51.5167,8.7,17.1,74,0,3.09,DE,1686459176
433,suva,-18.1416,178.4415,25.71,61,75,2.06,FJ,1686459176
434,freeport,40.6576,-73.5832,20.99,76,20,5.66,US,1686459176
435,jinchang,38.4953,102.1739,29.17,16,100,5.91,CN,1686459177
436,mitsamiouli,-11.3847,43.2844,23.16,78,20,2.57,KM,1686459177
437,bathsheba,13.2167,-59.5167,28.34,83,40,5.14,BB,1686459177
438,kavaratti,10.5669,72.642,29.39,75,96,10.07,IN,1686459177
439,formosa,-26.1775,-58.1781,16.99,85,100,8.23,AR,1686458900
440,indramayu,-6.3264,108.32,30.0,59,39,3.63,ID,1686459178
441,khandyga,62.6667,135.6,24.74,30,92,1.79,RU,1686459178
442,mar del plata,-38.0023,-57.5575,6.16,91,40,3.6,AR,1686459178
443,axim,4.8699,-2.2405,25.02,85,100,4.82,GH,1686459178
444,hirara,24.8,125.2833,29.92,79,75,3.6,JP,1686459179
445,el porvenir,13.7617,-87.3458,24.63,98,99,0.48,HN,1686459179
446,horta,38.5333,-28.6333,14.45,79,73,2.68,PT,1686459179
447,happy valley-goose bay,53.3168,-60.3315,10.17,87,75,5.14,CA,1686459179
448,smithers,54.7804,-127.1743,20.18,32,0,4.12,CA,1686459180
449,san miguel de cauri,-10.1,-76.5833,5.64,90,98,0.07,PE,1686459180
450,itoman,26.1247,127.6694,29.43,89,75,4.12,JP,1686459180
451,wabag,-5.4781,143.7021,17.37,94,70,1.29,PG,1686459180
452,newman,37.3138,-121.0208,23.19,65,77,3.29,US,1686459181
453,port blair,11.6667,92.75,29.6,80,73,9.24,IN,1686459181
454,dhidhdhoo,6.8833,73.1,28.96,77,100,7.9,MV,1686459181
455,balikpapan,-1.2675,116.8289,30.55,79,20,3.09,ID,1686459181
456,santa marta,11.2408,-74.199,27.72,74,82,1.79,CO,1686459035
457,ketchikan,55.3422,-131.6461,16.26,59,0,3.09,US,1686459109
458,puerto rico,-26.796,-55.024,21.04,81,93,1.26,AR,1686459182
459,eyl,7.9803,49.8164,28.86,55,100,12.36,SO,1686459182
460,oroville east,39.5113,-121.4752,22.21,51,100,2.72,US,1686459006
461,naze,28.3667,129.4833,25.51,88,99,3.38,JP,1686459183
462,ponta delgada,37.7333,-25.6667,17.4,72,40,2.57,PT,1686459183
463,newnham,-41.3833,147.1333,15.62,68,40,6.69,AU,1686459183
464,new norfolk,-42.7826,147.0587,16.07,78,78,0.45,AU,1686459184
465,sendafa,9.15,39.0333,13.64,72,99,1.17,ET,1686459184
466,matadi,-5.8167,13.45,22.97,91,100,1.02,CD,1686459184
467,arroyo,41.6096,-4.7969,16.19,88,0,1.54,ES,1686459184
468,pfronten,47.5833,10.5667,14.01,92,8,0.89,DE,1686459185
469,miramar,25.9873,-80.2323,28.01,89,0,0.0,US,1686459185
470,karbala,32.616,44.0249,33.35,28,0,4.88,IQ,1686459008
471,robertsport,6.7533,-11.3686,26.31,82,100,3.43,LR,1686459185
472,souillac,-20.5167,57.5167,22.21,88,75,0.0,MU,1686459186
473,laminusa,5.5549,120.9136,28.49,78,94,4.87,PH,1686459186
474,krasnovishersk,60.4078,57.082,7.19,65,99,4.42,RU,1686459186
475,catumbela,-12.4314,13.5472,19.78,89,23,0.99,AO,1686459186
476,sao joao da barra,-21.6403,-41.0511,22.05,89,1,3.09,BR,1686458911
477,zahedan,29.4963,60.8629,29.95,23,0,2.06,IR,1686459187
478,ceeldheer,3.8488,47.1806,27.21,73,92,9.28,SO,1686459187
479,san andres,12.5847,-81.7006,29.01,84,40,1.03,CO,1686459187
480,magdalena de kino,30.6333,-110.95,21.62,18,21,2.27,MX,1686459188
481,paunesti,46.0333,27.1,17.26,78,94,5.97,RO,1686459188
482,jining,35.405,116.5814,35.73,17,31,2.15,CN,1686459188
483,kodinsk,58.6881,99.1844,17.3,30,4,5.52,RU,1686459188
484,sainte-anne-des-monts,49.124,-66.4924,8.93,93,100,2.57,CA,1686459189
485,le port,-20.9373,55.2919,26.05,83,23,2.44,RE,1686459189
486,itamaraca,-7.7478,-34.8256,23.03,86,21,3.42,BR,1686459189
487,clodomira,-27.5744,-64.1311,13.98,29,100,5.07,AR,1686458960
488,qui nhon,13.7667,109.2333,30.62,62,100,4.98,VN,1686459190
489,luganville,-15.5333,167.1667,24.62,84,99,5.18,VU,1686459190
490,alo,7.4178,6.7371,23.06,98,100,1.36,NG,1686459190
491,bikenibeu village,1.3673,173.1241,31.98,70,20,2.06,KI,1686459190
492,castillos,-34.1667,-53.8333,8.84,63,81,4.44,UY,1686459191
493,malango,-2.9627,119.9001,25.76,77,66,1.82,ID,1686459191
494,guantanamo,20.1444,-75.2092,28.76,90,70,1.11,CU,1686459191
495,ilha de mocambique,-15.0342,40.7358,24.11,78,3,2.16,MZ,1686459191
496,antonio enes,-16.2325,39.9086,22.67,82,4,0.47,MZ,1686459192
497,palmer,42.1584,-72.3287,14.42,82,0,1.54,US,1686459162
498,betio village,1.358,172.9211,32.02,72,12,4.03,KI,1686459192
499,langepas,61.2544,75.2124,18.81,47,100,6.72,RU,1686459192
500,qamdo,31.1667,97.2333,2.11,94,100,1.96,CN,1686459193
501,jelgava,56.65,23.7128,13.89,50,0,3.27,LV,1686459193
502,lakatoro,-16.0999,167.4164,24.63,79,97,6.21,VU,1686459193
503,madimba,-10.4,40.3333,21.62,100,20,4.63,TZ,1686459193
504,manggar,-2.8833,108.2667,30.62,61,76,5.24,ID,1686459194
505,mejit,10.2753,170.8646,28.03,80,65,6.96,MH,1686459194
506,penzance,50.1186,-5.5371,15.38,98,96,2.07,GB,1686459194
507,terekli-mekteb,44.1671,45.8698,23.21,66,100,2.2,RU,1686459194
508,shymkent,42.3,69.6,31.33,20,0,6.0,KZ,1686459195
509,cururupu,-1.8283,-44.8683,23.23,98,20,1.49,BR,1686459195
510,farasan,16.7022,42.1183,31.95,69,25,3.54,SA,1686459195
511,petrolina,-9.3986,-40.5008,23.03,83,20,4.12,BR,1686459196
512,starke,29.9441,-82.1098,23.03,100,100,1.54,US,1686459196
513,zalari,53.5584,102.5065,23.03,64,74,5.65,RU,1686459196
514,salinopolis,-0.6136,-47.3561,25.62,86,20,4.39,BR,1686459196
515,san-pedro,4.7485,-6.6363,24.33,90,100,3.84,CI,1686459197
516,callao,-12.0667,-77.15,22.16,73,100,4.12,PE,1686459197
517,yarmouth,41.7057,-70.2286,15.54,94,0,1.54,US,1686459197
518,manfalut,27.3104,30.97,24.14,38,0,3.22,EG,1686459197
519,cascais,38.6979,-9.4215,20.07,91,45,3.58,PT,1686459198
520,santo domingo de la calzada,42.4285,-2.9555,13.59,97,96,0.17,ES,1686459198
521,laguna,38.421,-121.4238,21.45,69,0,4.12,US,1686459198
522,carutapera,-1.195,-46.02,23.87,94,24,2.6,BR,1686459199
523,vila velha,-20.3297,-40.2925,22.97,93,20,4.12,BR,1686459199
524,maumere,-8.6199,122.2111,28.82,63,51,3.51,ID,1686459199
525,usinsk,65.9939,57.5281,1.04,97,100,9.53,RU,1686459200
526,al ghayzah,16.2079,52.176,33.08,52,100,1.3,YE,1686459200
527,fortuna,40.5982,-124.1573,13.29,92,100,1.54,US,1686459167
528,swakopmund,-22.6833,14.5333,11.66,90,0,0.45,NA,1686459200
529,gillette,44.2911,-105.5022,13.51,91,100,2.24,US,1686459200
530,camarinas,43.1311,-9.1817,13.43,88,86,2.32,ES,1686459201
531,masvingo,-20.0637,30.8277,14.3,86,82,1.57,ZW,1686459201
532,inirida,3.8653,-67.9239,23.38,97,100,0.56,CO,1686459201
533,san luis de la loma,17.2706,-100.8939,26.9,75,77,2.07,MX,1686459202
534,novo aripuana,-5.1206,-60.3797,22.59,97,89,0.44,BR,1686459202
535,kuala kangsar,4.7667,100.9333,30.96,71,88,2.35,MY,1686459202
536,lycksele,64.5954,18.6735,15.24,71,75,0.0,SE,1686459202
537,malvan,16.0667,73.4667,30.09,73,62,7.79,IN,1686459203
538,saint-francois,46.4154,3.9054,17.04,100,100,0.0,FR,1686459203
539,inyonga,-6.7167,32.0667,17.02,70,36,1.25,TZ,1686459203
540,atar,20.5169,-13.0499,28.41,29,3,4.54,MR,1686459204
541,takoradi,4.8845,-1.7554,24.97,84,100,5.19,GH,1686459204
542,rio hato,8.3833,-80.1667,27.66,88,100,2.41,PA,1686459204
543,emerald,-23.5333,148.1667,25.19,31,4,3.58,AU,1686459204
544,manokwari,-0.8667,134.0833,29.53,65,47,1.85,ID,1686459205
545,sena madureira,-9.0656,-68.6569,22.42,98,80,1.04,BR,1686459139
546,eydhafushi,5.1033,73.0708,28.71,79,86,6.49,MV,1686459205
547,gustavsberg,59.3268,18.3898,14.54,70,3,1.37,SE,1686459205
548,dado,7.05,124.4597,34.28,50,77,0.26,PH,1686459206
549,yelanskiy,56.8419,62.5014,12.69,54,95,4.73,RU,1686459206
550,coquimbo,-29.9533,-71.3436,10.85,87,0,1.54,CL,1686458986
551,altai,46.3722,96.2583,22.51,25,3,1.45,MN,1686459207
552,lautoka,-17.6167,177.4667,26.92,61,40,4.12,FJ,1686459207
553,santos reyes nopala,16.1092,-97.1561,24.01,92,98,0.36,MX,1686459207
554,le muy,43.4738,6.5645,20.07,96,1,1.03,FR,1686459208
